id,path,question,a,b,c,d,answer
train_3512,train/train_3512.jpg,크리스마스 트리에 걸려있는 인형은 무엇인가요?,별 인형,눈사람 인형,곰 인형,산타 인형,c
train_3513,train/train_3513.jpg,이 사진에서 보이는 도로의 제한 속도는 몇 km/h인가요?,60 km/h,30 km/h,40 km/h,50 km/h,d
train_3514,train/train_3514.jpg,이 사진에서 볼 수 있는 구조물은 무엇인가요?,탑,기차역,다리,건물,c
train_3515,train/train_3515.jpg,이 사진에 보이는 파란색 오토바이의 브랜드는 무엇인가요?,혼다,가와사키,야마하,스즈키,a
train_3516,train/train_3516.jpg,이 사진에 보이는 구조물은 무엇인가요?,공원 다리,버스 정류장,지하철역,육교,d
train_3517,train/train_3517.jpg,이 사진에 보이는 봄철 꽃은 무엇인가요?,목련,개나리,진달래,벚꽃,d
train_3518,train/train_3518.jpg,이 사진 속 강가에 설치된 빨간색 원형 물체는 무엇인가요?,자전거 바퀴,소화기,구명환,쓰레기통,c
train_3519,train/train_3519.jpg,이 이미지에서 보이는 음식 중 감자튀김 위에 올려진 것은 무엇인가요?,머스타드,치즈 소스와 파,마요네즈,케첩,b
train_3520,train/train_3520.jpg,이 장소는 주로 어떤 용도로 사용될까요?,식당,회의실,카페,도서관,c
train_3521,train/train_3521.jpg,이 사진은 어디에서 찍힌 것일 가능성이 가장 높은가요?,수영장,워터파크의 유수풀,호수,바닷가,b
train_3522,train/train_3522.jpg,이 음식은 무엇인가요?,비빔밥,라멘,김치찌개,된장찌개,b
train_3523,train/train_3523.jpg,이 한식 세트 메뉴에 포함되지 않은 음식은 무엇인가요?,된장찌개,김치볶음,계란말이,두부,c
train_3524,train/train_3524.jpg,이 빵의 주된 토핑은 무엇인가요?,페퍼로니,소시지,햄,베이컨,a
train_3525,train/train_3525.jpg,이 사진에 보이는 음식은 무엇인가요?,삼겹살,김치찌개,불고기,비빔밥,a
train_3526,train/train_3526.jpg,이 음식은 무엇인가요?,된장찌개,김치찌개,갈비탕,치즈 닭갈비,d
train_3527,train/train_3527.jpg,이 음식 세트에 포함되지 않은 것은 무엇인가요?,만두,된장찌개,냉면,김치,b
train_3528,train/train_3528.jpg,사진 속에서 곰인형이 앉아있는 의자의 색깔은 무엇인가요?,갈색,검은색,빨간색,흰색,d
train_3529,train/train_3529.jpg,이 이미지에서 볼 수 없는 것은 무엇인가요?,색깔이 다른 코스터,컵,책,유리 코스터,b
train_3530,train/train_3530.jpg,이 사진에 보이는 가구 중에서 소파에 올려진 것은 무엇인가요?,주황색 벤치,회색 담요와 흰색 쿠션,검정색 책상,분홍색 화분,b
train_3531,train/train_3531.jpg,이 한식 식사 구성에서 볼 수 없는 반찬은 무엇인가요?,김치,생선 구이,계란찜,조림 두부,c
train_3532,train/train_3532.jpg,이 음식 세트에 포함되지 않은 것은 무엇인가요?,밥,된장찌개,김치찌개,불고기,c
train_3533,train/train_3533.jpg,이 음식 세트에서 주 메뉴는 무엇인가요?,비빔밥,치킨 가라아게,불고기,매운 해물탕,d
train_3534,train/train_3534.jpg,이 음식은 무엇인가요?,비빔밥,짜장면 세트,불고기,김치찌개,b
train_3535,train/train_3535.jpg,이 음식 세트에 포함되지 않은 것은 무엇인가요?,주먹밥,김치,국수,피자,d
train_3536,train/train_3536.jpg,이 맥주잔에 적혀 있는 브랜드 이름은 무엇인가요?,맥스,하이트,카스,닭표맥주,d
train_3537,train/train_3537.jpg,이 표지판은 무엇을 의미하나요?,도로 공사 중,어린이 보호 구역 해제,속도 제한 구역,주차 금지 구역,b
train_3538,train/train_3538.jpg,사진 속 꽃의 색깔은 무엇인가요?,빨간색,노란색,분홍색,보라색,c
train_3539,train/train_3539.jpg,이 사진에 보이는 음식은 무엇인가요?,치킨과 감자튀김,구운 소시지와 삼겹살,햄버거와 감자튀김,스테이크와 샐러드,b
train_3540,train/train_3540.jpg,이 사진에 보이는 음식은 무엇인가요?,불고기,비빔밥,샤부샤부,김치찌개,c
train_3541,train/train_3541.jpg,이 사진에서 볼 수 있는 꽃의 종류는 무엇인가요?,장미,해바라기,튤립,백합,b
train_3542,train/train_3542.jpg,이 사진에서 보이는 음료와 음식은 무엇인가요?,커피와 도넛,차와 샌드위치,우유와 쿠키,주스와 케이크,a
train_3543,train/train_3543.jpg,이 사진 속에서 주로 볼 수 있는 꽃은 무엇인가요?,장미,백합,해바라기,튤립,c
train_3544,train/train_3544.jpg,이 사진에 보이는 음식은 무엇인가요?,스파게티와 와인,햄버거와 콜라,치킨과 맥주,피자와 소다,c
train_3545,train/train_3545.jpg,이 사진에 보이는 마을의 특징은 무엇인가요?,바다가 보이지 않는다,모든 집이 1층으로 되어 있다,붉은색 지붕의 집들이 많다,산이 없고 평지에 있다,c
train_3546,train/train_3546.jpg,이 사진에서 사람이 하고 있는 스포츠는 무엇인가요?,스노보드,눈썰매,얼음 스케이트,스키,a
train_3547,train/train_3547.jpg,이 공간은 주로 어떤 용도로 사용되는 곳일까요?,도서관과 휴게 공간,운동장,회의실,식당,a
train_3548,train/train_3548.jpg,사진 속 주황색 기둥에 걸려 있는 물건은 무엇인가요?,옷,우산,모자,가방,a
train_3549,train/train_3549.jpg,이 사진에서 고양이들이 무엇을 하고 있나요?,고양이들이 장난감을 가지고 논다,고양이들이 음식을 먹고 있다,고양이들이 잠을 자고 있다,고양이들이 물을 마시고 있다,b
train_3550,train/train_3550.jpg,이 사진에 보이는 독특한 구 모양 구조물이 있는 건물은 어디일까요?,파리 에펠탑,도쿄 후지TV 본사,런던 아이,뉴욕 타임스 빌딩,b
train_3551,train/train_3551.jpg,이 사진에 보이는 독특한 구 모양 구조물이 있는 건물은 어디일까요?,파리 에펠탑,런던 아이,뉴욕 타임스 빌딩,도쿄 후지TV 본사,d
train_3552,train/train_3552.jpg,이 사진에 보이는 독특한 구조물은 어디에 위치한 건물인가요?,뉴욕 타임스퀘어,도쿄 후지TV 본사,런던 타워브리지,파리 에펠탑,b
train_3553,train/train_3553.jpg,이 사진에 보이는 독특한 구형 구조물이 있는 도시는 어디인가요?,뉴욕,파리,도쿄,서울,c
train_3554,train/train_3554.jpg,이 교차로에서 신호등이 빨간불일 때 운전자는 어떻게 해야 할까요?,경적을 울린다,서행해야 한다,그대로 진행한다,멈춰야 한다,d
train_3555,train/train_3555.jpg,이 골목길에서 볼 수 없는 것은 무엇인가요?,자동차,나무,자전거,우산,a
train_3556,train/train_3556.jpg,이 교차로의 신호등이 현재 어떤 색인가요?,꺼져 있음,노란색,초록색,빨간색,d
train_3557,train/train_3557.jpg,이 사진에서 볼 수 없는 것은 무엇인가요?,커튼,책,화분,소파,b
train_3558,train/train_3558.jpg,사진 속 동물은 무엇인가요?,고양이,햄스터,강아지,토끼,a
train_3559,train/train_3559.jpg,이 쓰레기 분리수거함에 버릴 수 없는 것은 무엇인가요?,폐형광등,일반 쓰레기,폐건전지,막대형 폐형광등,b
train_3560,train/train_3560.jpg,이 사진의 배경은 어디인가요?,산속 계곡,실내 식당,해변,도시 공원,a
train_3561,train/train_3561.jpg,이 사진에서 보이는 가방들은 어떤 회사와 관련이 있나요?,쿠팡,배달의민족,마켓컬리,요기요,a
train_3562,train/train_3562.jpg,사진 속 인물이 누워있는 장소는 어디인가요?,건물 입구 옆,도로 위,벤치 위,나무 아래,a
train_3563,train/train_3563.jpg,사진 속 도로 한가운데에 놓여 있는 물건은 무엇인가요?,종이상자,자동차 부품,교통 표지판,쓰레기통,a
train_3564,train/train_3564.jpg,이 음식은 어느 나라 음식일 가능성이 가장 높은가요?,일본 음식,베트남 음식,한국 음식,중국 음식,b
train_3565,train/train_3565.jpg,이 사진 속 동물은 무엇인가요?,고슴도치,기니피그,햄스터,토끼,c
train_3566,train/train_3566.jpg,이 사진에서 보이는 전통 건축물은 어디에 위치해 있나요?,도시 중심가,강변,산 정상,호수 위 작은 섬,d
train_3567,train/train_3567.jpg,이 사진에서 보이는 교차로의 신호등은 어떤 상태인가요?,꺼져 있음,노란불,빨간불,초록불,c
train_3568,train/train_3568.jpg,이 식당에서 제공되는 감자튀김은 어떤 용기에 담겨 있나요?,금속 원뿔형 용기,종이 봉투,플라스틱 그릇,도자기 접시,a
train_3569,train/train_3569.jpg,이 화분에 있는 식물 중에서 잎이 가장 큰 식물은 무엇인가요?,초록색 잎이 큰 식물,페퍼민트,노란꽃이 피는 식물,클로버,a
train_3570,train/train_3570.jpg,다음 중 가격이 가장 비싼 케이크는 무엇인가요?,포로로와 풍선여행 케이크,딸기 블라썸 케이크,모카 넛츠 케이크,피치 얼그레이 케이크,a
train_3571,train/train_3571.jpg,이 지하철 좌석 중 특별히 색깔이 다른 좌석은 어떤 기능을 하나요?,일반 좌석,장애인 전용 좌석,임산부 배려석,노약자 전용 좌석,c
train_3572,train/train_3572.jpg,이 사진에서 볼 수 있는 것은 무엇인가요?,산속의 오솔길,한적한 시골길,밤에 빛나는 고층 빌딩,해변의 일출,c
train_3573,train/train_3573.jpg,이 사진에 보이는 음식은 무엇인가요?,케이크와 머핀,피자와 햄버거,김밥과 떡,과일과 샐러드,a
train_3574,train/train_3574.jpg,이 사진은 어떤 시간대에 촬영된 것일까요?,아침,밤,저녁,낮,b
train_3575,train/train_3575.jpg,이 음식 세트에서 메인 요리는 무엇인가요?,된장찌개,김치찌개,갈비탕,순두부찌개,c
train_3576,train/train_3576.jpg,이 음식 세트에 포함되지 않은 것은 무엇인가요?,보쌈 고기,냉면,김치,수박,c
train_3577,train/train_3577.jpg,이 음식 중 해산물이 들어간 요리는 무엇인가요?,햄버거,샐러드,스프,해산물이 들어간 볶음밥,d
train_3578,train/train_3578.jpg,이 음식 세트 중에서 국물 요리는 무엇인가요?,콩나물국,김치찌개,김자반,계란말이,a
train_3579,train/train_3579.jpg,이 한식 상차림에서 보이는 주된 반찬은 무엇인가요?,김치찌개,감자탕,된장찌개,순두부찌개,d
train_3580,train/train_3580.jpg,이 음식 세트에 포함되지 않은 반찬은 무엇인가요?,김치찌개,깍두기,두부,파전,a
train_3581,train/train_3581.jpg,이 한식 메뉴에 포함되지 않은 음식은 무엇인가요?,김밥,불고기,밥,미역국,a
train_3582,train/train_3582.jpg,이 사진에 보이는 유명한 랜드마크는 무엇인가요?,뉴욕 자유의 여신상,서울 타워,도쿄 타워,에펠탑,c
train_3583,train/train_3583.jpg,이 사진에서 볼 수 없는 것은 무엇인가요?,자전거,자동차,쓰레기통,식물,b
train_3584,train/train_3584.jpg,이 사진에서 하늘에 보이는 자연 현상은 무엇인가요?,눈,무지개,번개,태양,b
train_3585,train/train_3585.jpg,이 사진 속 하늘의 구름 색깔은 무엇인가요?,회색과 분홍색,파란색과 흰색,노란색과 주황색,초록색과 검은색,a
train_3586,train/train_3586.jpg,이 사진에 보이는 한국의 랜드마크 건물은 무엇인가요?,롯데월드타워,남산타워,63빌딩,동대문디자인플라자,a
train_3587,train/train_3587.jpg,이 사진에 보이는 장소는 어디일까요?,해변,숲,도시 거리,산,a
train_3588,train/train_3588.jpg,이 사진에 보이는 역의 이름은 무엇인가요?,서울역,부산역,대전역,인천역,a
train_3589,train/train_3589.jpg,이 사진에서 보이는 자연 경관은 무엇인가요?,사막과 오아시스,바다와 해변,호수와 산,들판과 나무,c
train_3590,train/train_3590.jpg,이 사진에 보이는 지하철역 이름은 무엇인가요?,홍대입구역,명동역,강남역,서울역,d
train_3591,train/train_3591.jpg,사진 속에 보이는 빨간색 구조물은 무엇인가요?,교각,전봇대,등대,풍차,c
train_3592,train/train_3592.jpg,이 식사에서 보이는 국물 요리는 무엇인가요?,순두부찌개,김치찌개,된장찌개,짬뽕,d
train_3593,train/train_3593.jpg,이 사진에 보이는 지하철역 이름은 무엇인가요?,팔거역,동대구역,안심역,성서역,a
train_3594,train/train_3594.jpg,이 사진은 어디에서 촬영된 것으로 보이나요?,카페,연극 무대,버스 정류장,영화 촬영장,b
train_3595,train/train_3595.jpg,이 다리의 조명이 켜져 있는 시간대는 언제인가요?,저녁,밤,아침,점심,b
train_3596,train/train_3596.jpg,이 사진에 보이는 해변가의 특징은 무엇인가요?,사람들이 수영을 하고 있다,방파제가 설치되어 있다,해변에 산호초가 많다,해변에 파도가 매우 세다,b
train_3597,train/train_3597.jpg,이 이미지에 있는 인형들은 어떤 동물을 닮았나요?,여우,레서판다,곰,토끼,b
train_3598,train/train_3598.jpg,이 사진에 보이는 새는 무엇인가요?,백조,홍학,두루미,공작,b
train_3599,train/train_3599.jpg,이 사진에서 기린에게 먹이를 주기 위해 사용된 도구는 무엇인가요?,포크,가위,집게,젓가락,c
train_3600,train/train_3600.jpg,이 사진에서 판다는 어디에 앉아 있나요?,나무 아래,돌 위,땅바닥,나무로 된 구조물 위,d
train_3601,train/train_3601.jpg,이 사진의 도시는 어디일까요?,부산,인천,대구,서울,d
train_3602,train/train_3602.jpg,이 사진에 보이는 건축물은 무엇인가요?,루브르 박물관,에펠탑,노틀담 대성당,개선문,d
train_3603,train/train_3603.jpg,이 사진에 보이는 조명은 어떤 모양인가요?,별 모양,삼각형 모양,네모난 모양,구슬 모양,d
train_3604,train/train_3604.jpg,사진 속 바닥에 누워있는 동물은 무엇인가요?,고양이,강아지,햄스터,토끼,a
train_3605,train/train_3605.jpg,이 사진에서 보이는 도로 옆 노란 실선은 무엇을 의미하나요?,버스 전용 차선,자전거 전용 도로,속도 제한 구역,주차 금지 구역,d
train_3606,train/train_3606.jpg,이 사진에서 볼 수 없는 것은 무엇인가요?,나무,자전거,신발,의자,b
train_3607,train/train_3607.jpg,이 사진에서 가장 눈에 띄는 것은 무엇인가요?,창문 밖 풍경,테이블 위의 휴대폰,거품이 넘친 커피잔,빈 에스프레소 컵,c
train_3608,train/train_3608.jpg,이 사진 속 음식점에서 주문한 메뉴가 아닌 것은 무엇인가요?,피자,콜라,햄버거,감자튀김,a
train_3609,train/train_3609.jpg,사진 속 하늘에 보이는 구름의 색깔은 무엇인가요?,파란색,분홍색,노란색,주황색,d
train_3610,train/train_3610.jpg,이 사진에 보이는 호수의 물 색깔은 무엇인가요?,흙탕색,짙은 녹색,맑은 파란색,투명한 무색,c
train_3611,train/train_3611.jpg,이 사진 속 동물의 색깔은 무엇인가요?,회색,흰색,갈색,검은색,d
train_3612,train/train_3612.jpg,사진 속 동물은 무엇인가요?,토끼,햄스터,강아지,고양이,d
train_3613,train/train_3613.jpg,이 음식은 무엇인가요?,불고기,비빔냉면,된장찌개,김치찌개,b
train_3614,train/train_3614.jpg,이 사진에 보이는 음식은 무엇인가요?,햄버거,스파게티,치킨,피자,c
train_3615,train/train_3615.jpg,이 사진은 어디에서 촬영된 것인가요?,비행기 내부,택시 안,버스 내부,지하철 역,c
train_3616,train/train_3616.jpg,이 식사에 포함되지 않은 반찬은 무엇인가요?,계란찜,샐러드,김치,된장찌개,a
train_3617,train/train_3617.jpg,이 음식 세트에서 국물 요리는 무엇인가요?,비빔밥,설렁탕,된장찌개,김치찌개,b
train_3618,train/train_3618.jpg,이 음식 구성 중에 포함되지 않은 것은 무엇인가요?,김치찌개,계란 후라이,스파게티,양배추 샐러드,a
train_3619,train/train_3619.jpg,이 식사 구성에서 볼 수 없는 음식은 무엇인가요?,김치찌개,옥수수스프,스파게티,샐러드,a
train_3620,train/train_3620.jpg,이 음식 중 메인 요리는 무엇인가요?,냉면,수육,김치,밥,b
train_3621,train/train_3621.jpg,이 이미지는 어디에서 촬영된 것일 가능성이 가장 높을까요?,지하철 역,학교 복도,쇼핑몰,공항 내부,a
train_3622,train/train_3622.jpg,이 사진 속 장미의 이름은 무엇인가요?,블루문,루즈 메이양,핑크 퍼퓸,화이트 크리스마스,b
train_3623,train/train_3623.jpg,이 사진에 보이는 다리의 이름은 무엇인가요?,레인보우 브리지,도쿄 타워,도쿄 스카이트리,아카시 해협 대교,a
train_3624,train/train_3624.jpg,이 도로에서 제한 속도는 얼마인가요?,50km/h,20km/h,30km/h,40km/h,c
train_3625,train/train_3625.jpg,이 사진에서 볼 수 있는 꽃은 무엇인가요?,장미,해바라기,튤립,벚꽃,d
train_3626,train/train_3626.jpg,이 사진 속 건축물은 어떤 스타일인가요?,현대식 아파트,한옥 스타일,서양식 성당,일본식 신사,b
train_3627,train/train_3627.jpg,이 사진에서 바위 위에 앉아 있는 새들은 무엇인가요?,갈매기,오리,백조,펭귄,a
train_3628,train/train_3628.jpg,이 사진에서 가장 저렴한 가격의 상품은 무엇인가요?,제스프리골드키위,새송이버섯,애호박,팽이버섯,d
train_3629,train/train_3629.jpg,이 사진 속 전통 가옥의 지붕 재료는 무엇인가요?,기와,금속,초가,플라스틱,c
train_3630,train/train_3630.jpg,이 사진에 보이는 유명한 전파탑은 무엇인가요?,뉴욕 자유의 여신상,런던 아이,도쿄 타워,에펠탑,c
train_3631,train/train_3631.jpg,이 사진에서 볼 수 있는 꽃은 무엇인가요?,벚꽃,튤립,해바라기,장미,a
train_3632,train/train_3632.jpg,이 사진에서 보이는 주차장 옆에 있는 것은 무엇인가요?,강,호수,바다,산,a
train_3633,train/train_3633.jpg,이 사진에서 볼 수 없는 것은 무엇인가요?,도시의 고층 건물,붉은 꽃들이 피어 있는 들판,나무들이 있는 풍경,해가 진 후의 어두운 하늘,a
train_3634,train/train_3634.jpg,이 사진에 있는 꽃의 색깔은 무엇인가요?,노란색,하얀색,빨간색,파란색,c
train_3635,train/train_3635.jpg,이 사진에 보이는 음료는 무엇인가요?,라떼,녹차,아메리카노,에스프레소,a
train_3636,train/train_3636.jpg,이 사진에 보이는 음식은 무엇인가요?,갈비,불고기,닭갈비,삼겹살,d
train_3637,train/train_3637.jpg,이 사진에 보이는 음료 중 크림이 올라간 음료는 무엇인가요?,아이스 라떼,아이스 티,아이스 아메리카노,크림 커피,d
train_3638,train/train_3638.jpg,사진 속에서 주로 볼 수 있는 꽃의 색깔은 무엇인가요?,노란색,주황색,분홍색,하얀색,b
train_3639,train/train_3639.jpg,이 음식 사진에 포함되지 않은 재료는 무엇일까요?,토마토,돼지고기,삶은 달걀,파,a
train_3640,train/train_3640.jpg,이 사진에서 볼링공이 아닌 다른 공은 무엇인가요?,당구공,축구공,볼링공,농구공,a
train_3641,train/train_3641.jpg,이 사진은 어느 장소에서 찍힌 것일까요?,카페,음반 가게,도서관,영화관,b
train_3642,train/train_3642.jpg,이 사진에 보이는 가게는 어떤 유형의 장소인가요?,의류 매장,전자제품 매장,서점,일본식 식당,d
train_3643,train/train_3643.jpg,이 사진에서 볼 수 없는 것은 무엇인가요?,자동차가 많이 다니는 도로,사람들이 걷고 있는 거리,전봇대와 전선,자전거를 타는 사람들,a
train_3644,train/train_3644.jpg,사진 속 터널 입구에 덮여 있는 것은 무엇인가요?,소나무,대나무,장미꽃,담쟁이덩굴,d
train_3645,train/train_3645.jpg,이 사진에서 볼 수 있는 겨울 풍경의 특징은 무엇인가요?,눈이 내리고 있는 거리,비가 내리고 있는 공원,가을 단풍이 든 나무들,여름 햇살이 강한 거리,a
train_3646,train/train_3646.jpg,이 사진에서 볼 수 있는 게임은 무엇인가요?,탁구,농구,당구,축구,c
train_3647,train/train_3647.jpg,이 음식에서 검은 소스가 들어간 음식은 무엇인가요?,탕수육,짜장면,비빔밥,짬뽕,b
train_3648,train/train_3648.jpg,이 야구 경기장에서 관중들이 주로 응원하는 팀은 무엇인가요?,키움 히어로즈,두산 베어스,삼성 라이온즈,LG 트윈스,c
train_3649,train/train_3649.jpg,이 사진 속 건물의 이름은 무엇인가요?,슬로우티크,파스텔시티,굿레우테,골든스테이션,b
train_3650,train/train_3650.jpg,이 건물은 무엇인가요?,인천 송도 컨벤시아,부산 사직 야구장,서울 월드컵 경기장,대구 iM뱅크 파크,d
train_3651,train/train_3651.jpg,사진 속 건물에서 기념하는 행사는 무엇인가요?,체육대회,개교 50주년,신축 기념식,졸업식,b
train_3652,train/train_3652.jpg,이 주차장 입구 앞에 놓인 빨간 표지판의 의미는 무엇인가요?,출입 금지,속도 제한,주차 가능,주차 금지,d
train_3653,train/train_3653.jpg,이 사진에서 보이는 도로 표지판에 없는 목적지는 무엇인가요?,구미IC,경찰서,서울역,시민운동장,c
train_3654,train/train_3654.jpg,이 방의 인테리어 스타일은 무엇인가요?,고전적인 바로크 스타일,스칸디나비아 스타일,산업적인 인더스트리얼,현대적인 미니멀리즘,a
train_3655,train/train_3655.jpg,이 사진에서 볼 수 있는 자연 요소는 무엇인가요?,해변과 모래사장,사막과 선인장,산과 눈,강과 나무,d
train_3656,train/train_3656.jpg,이 식사에 포함되지 않은 음식은 무엇인가요?,밥,김치,스파게티,계란후라이,a
train_3657,train/train_3657.jpg,이 음식은 무엇인가요?,짜장면 세트,떡볶이 세트,비빔밥 세트,김밥 세트,a
train_3658,train/train_3658.jpg,이 식사에 포함되지 않은 음식은 무엇인가요?,새우 파스타,미트볼,김치,샐러드,c
train_3659,train/train_3659.jpg,이 한식 상차림에서 보이는 대표적인 반찬은 무엇인가요?,김치,계란찜,된장찌개,콩나물국,d
train_3660,train/train_3660.jpg,이 음식은 무엇인가요?,냉면,비빔밥,칼국수,된장찌개,a
train_3661,train/train_3661.jpg,이 사진에서 볼 수 있는 전통 건축물의 지붕 양식은 무엇인가요?,일본식 신사,서양식 기와집,현대식 아파트,한옥,d
train_3662,train/train_3662.jpg,이 사진에서 보이는 신호등의 색깔은 무엇인가요?,노란색,초록색,파란색,빨간색,b
train_3663,train/train_3663.jpg,이 사진에서 볼 수 없는 음식은 무엇인가요?,감자튀김,스파게티,치킨,피자,b
train_3664,train/train_3664.jpg,이 사진은 어디에서 찍힌 것일 가능성이 가장 높은가요?,수영장에서,바닷가에서,강가에서,수족관 내부에서,d
train_3665,train/train_3665.jpg,이 사진에서 보이는 도시는 어디일까요?,서울,도쿄,뉴욕,베이징,b
train_3666,train/train_3666.jpg,이 사진 속 가게는 어떤 음식을 주로 파는 곳인가요?,초밥,라멘,구운 주먹밥(야키무스비),햄버거,c
train_3667,train/train_3667.jpg,이 이미지에서 판매하는 포스터의 가격은 얼마인가요?,3000원,2000원,5000원,1000원,a
train_3668,train/train_3668.jpg,사진 속 두 마리 고양이가 보고 있는 것은 무엇인가요?,창문,텔레비전,벽등,거울,c
train_3669,train/train_3669.jpg,이 한옥 마당에 있는 간판에 적힌 가게 이름은 무엇인가요?,한옥 카페,도자기 공방,전통 찻집,신기루 잡화점,d
train_3670,train/train_3670.jpg,이 사진이 찍힌 장소는 어디인가요?,강남역,잠실역,홍대입구역,서울역,d
train_3671,train/train_3671.jpg,이 사진에 보이는 의자의 개수는 몇 개인가요?,한 개,세 개,네 개,두 개,b
train_3672,train/train_3672.jpg,이 사진에서 두 사람이 걷고 있는 길의 바닥은 어떤 재질로 되어 있나요?,모래,콘크리트 블록,자갈,아스팔트,b
train_3673,train/train_3673.jpg,이 사진 속 장소에서 볼 수 없는 것은 무엇인가요?,자동차,눈 덮인 산,기차,사람,c
train_3674,train/train_3674.jpg,사진 속 음료는 무엇인가요?,아이스 아메리카노,레모네이드,아이스 라떼,오렌지 주스,a
train_3675,train/train_3675.jpg,이 음식 중 마요네즈가 뿌려져 있는 음식은 무엇인가요?,단무지,스낵,치킨,타코야키,d
train_3676,train/train_3676.jpg,이 음식 중에서 한국 음식은 어떤 것인가요?,떡볶이,피자,햄버거,스파게티,a
train_3677,train/train_3677.jpg,이 사진에서 보이는 해변에서 할 수 없는 활동은 무엇일까요?,해변 산책하기,수영하기,눈사람 만들기,낚시하기,c
train_3678,train/train_3678.jpg,이 사진은 어떤 스포츠 경기를 보여주고 있나요?,농구 경기,야구 경기,배구 경기,축구 경기,b
train_3679,train/train_3679.jpg,이 사진에서 보이는 자연 현상은 무엇인가요?,사막과 오아시스,숲과 호수,산과 강,바다와 하늘,d
train_3680,train/train_3680.jpg,사진 속 검은 고양이는 어디에 앉아 있나요?,나무 밑,풀밭,자동차 위,건물 입구 계단 위,d
train_3681,train/train_3681.jpg,이 사진은 어디에서 찍힌 것일까요?,축구 경기장,농구 경기장,야구 경기장,수영 경기장,a
train_3682,train/train_3682.jpg,이 사진에서 사람들이 하고 있는 활동은 무엇인가요?,독서,수영,등산,요리,c
train_3683,train/train_3683.jpg,이 사진에서 볼 수 있는 장소는 무엇인가요?,현대식 쇼핑몰,공원 산책로,전통 한옥 카페,학교 운동장,c
train_3684,train/train_3684.jpg,이 사진에서 보이는 배의 이름은 무엇인가요?,대한민국,한나라,부산호,평화호,b
train_3685,train/train_3685.jpg,이 사진에서 사람들이 있는 장소는 어디일까요?,공원,해변,산,호수,b
train_3686,train/train_3686.jpg,이 사진은 언제 찍힌 해변 사진일까요?,해질 무렵에 찍힌 사진,밤에 찍힌 사진,오전 중에 찍힌 사진,낮에 찍힌 사진,b
train_3687,train/train_3687.jpg,이 사진에 보이는 자연 환경은 무엇인가요?,도시 공원,사막과 모래언덕,바다와 해변,산과 강,d
train_3688,train/train_3688.jpg,이 사진에 보이는 빛나는 구조물은 무엇인가요?,롤러코스터,대관람차,회전목마,관람차,a
train_3689,train/train_3689.jpg,이 전시 공간에서 벽에 투사된 것은 무엇인가요?,추상화 작품,현대 미술 조각,자연 풍경 사진,흑백으로 된 인물 사진,d
train_3690,train/train_3690.jpg,이 방의 벽지는 어떤 무늬로 되어 있나요?,도트 무늬,줄무늬,장미꽃 무늬,별 무늬,c
train_3691,train/train_3691.jpg,이 사진은 어떤 장소에서 찍힌 것일까요?,축구 경기장,야구 경기장,콘서트장,농구 경기장,b
train_3692,train/train_3692.jpg,이 사진에 보이는 제품은 무엇인가요?,초콜릿 세트,과일 바구니,커피 세트,꽃다발,a
train_3693,train/train_3693.jpg,이 사진에서 중앙에 놓인 음식은 무엇인가요?,회,김밥,떡볶이,초밥,a
train_3694,train/train_3694.jpg,사진에 보이는 한양 건축 리모델링 설비에서 제공하지 않는 서비스는 무엇인가요?,하수구 소통,창문 교체,보일러 설치,누수 탐지,b
train_3695,train/train_3695.jpg,"이 사진에 보이는 상품 중 가격이 7,500원인 것은 무엇인가요?",로지엔드,밀대걸레,다시통 대,빨래집게 20P,c
train_3696,train/train_3696.jpg,이 사진에서 보이는 야경의 주요 특징은 무엇인가요?,화려한 불꽃놀이가 진행 중이다,산과 강이 보인다,고층 빌딩들이 불을 밝히고 있다,사람들이 많이 모여 있다,c
train_3697,train/train_3697.jpg,이 사진에서 보이는 장소는 어떤 곳인가요?,산 정상,공원과 개울가,도시의 거리,해변,b
train_3698,train/train_3698.jpg,이 가게에서 주로 판매하는 음식은 무엇인가요?,떡볶이,피자,김밥,대나무 밥과 삼계탕,d
train_3699,train/train_3699.jpg,이 장소에서 진행 중인 작업은 무엇입니까?,인테리어 공사,음식 조리,전시 준비,청소 작업,a
train_3700,train/train_3700.jpg,이 그림에서 중앙에 그려진 큰 동물은 무엇인가요?,말,독수리,코끼리,고래,d
train_3701,train/train_3701.jpg,이 작품의 제목은 무엇인가요?,거울 속의 도시,거울 뒤에서: 파리의 밤,밤의 거리,파리의 아침,b
train_3702,train/train_3702.jpg,이 사진에서 사람들이 주로 하고 있는 활동은 무엇인가요?,박물관 관람하기,산에서 등산하기,도시에서 쇼핑하기,해변에서 캠핑하기,d
train_3703,train/train_3703.jpg,이 사진에서 보이는 것은 무엇인가요?,산 위에서 바라본 강,도시의 고층 빌딩,사막의 모래 언덕,배 위에서 바라본 바다와 갑판,d
train_3704,train/train_3704.jpg,이 사진에 보이는 공간은 무엇을 위한 장소인가요?,주차장,야외 모임 공간,실내 거실,운동 경기장,b
train_3705,train/train_3705.jpg,이 사진에서 보이는 자연 경관은 무엇인가요?,사막,산과 바다,호수와 숲,평야,b
train_3706,train/train_3706.jpg,이 사진에서 볼 수 있는 해변의 특징은 무엇인가요?,자갈 해변,산호 해변,암석 해변,모래 해변,c
